Idx,p1_loss0,p2_loss0,p1_loss1,p2_loss1,p1_loss2,p2_loss2
1000,7.4527314761105705,7.645872314771016,6.849519880194413,8.398092733489143,6.295600402355194,7.745261982867592
2000,8.377275256549611,8.651899894078573,7.352026714998133,7.526671740743849,6.4293661678538605,8.708963960409164
3000,6.1618823842568835,6.729661139574918,6.416142404079437,8.846585580280848,6.257115975022316,5.3612220287323
4000,9.42778982434954,7.283560819923878,6.727980683247249,6.94882685939471,6.0466607717367316,5.893383521300096
5000,5.638388951619466,6.38819866710239,5.61040923469945,6.566699796915055,6.882711243629456,6.163694441318512
6000,4.55189624759886,6.9068453841739235,7.2804363886515295,7.406018691904404,6.32803433081683,5.976230903675682
7000,4.667977319044225,5.562930870056152,5.308853626251221,6.727011044820149,5.37539937916924,5.087311897012922
8000,7.174356750079563,7.555327275220086,5.743409260114034,7.976199304356294,5.6057534528815225,5.413535038630168
9000,5.798206543922424,5.807524907588959,4.654983949661255,8.008774581162825,7.282033471500172,5.37941406902514
10000,4.8535452047983805,7.7272860780358315,5.1751484155654905,7.298814930699089,5.52370380030738,7.75711886882782
11000,8.324322323004404,6.533266598528082,5.651920774403741,6.072839915752411,7.16340264081955,7.2251173734664915
12000,7.2579592523120695,6.223073342572087,4.206369956334432,7.147369718551635,6.526773929595947,6.523798476094785
13000,4.654502039863949,6.59296555104463,4.895063195909772,6.398781642317772,5.396569596396552,6.896624082326889
14000,7.401464190748003,6.012814891338349,5.694236576557159,5.578277570860727,4.966414594650269,5.988088593763464
15000,6.232118504387992,6.643896772747948,4.873078113510495,6.2645135550271895,6.96580788067409,6.643634281660381
16000,6.0901422023773195,5.994922507892955,5.037639856338501,5.416296428442001,6.4428636233011884,5.566501036286354
17000,7.228986922432394,6.07069157063961,4.586869200070699,5.212205315891065,4.597951477766037,5.124738192558288
18000,6.91742309331894,4.030168959968968,8.502600175142287,5.880925099054973,6.894492036766476,5.699770350205271
19000,6.270282833199752,5.589146411418914,4.686706956695108,5.6526168444577385,4.884647263420953,4.714038234007986
20000,5.6149794061978655,4.5781142928383565,6.590451823340522,4.767174402872722,4.928034122173603,4.815822586417198
21000,5.9014448554892285,3.8812241885397167,6.0096606356757025,5.310707631864045,7.819139087200165,5.432272344827652
22000,7.137434286229751,5.027059476626547,3.548198293237125,5.227741235180905,4.112541282878203,4.7584667801856995
23000,4.229073122143745,4.7710586394134324,4.995993248053959,4.14816461290632,5.826443783442179,5.280617926801954
24000,5.785439712660653,3.672245877129691,5.140309967777946,4.971914329312065,3.723933207988739,4.91799823615862
25000,5.145232230424881,4.000504164319289,6.464119265476863,3.8835769991079965,5.6625451892614365,4.419814415276051
26000,4.6039560556411745,3.438224504391352,7.848590901023464,3.3721931106165837,5.495395786621991,4.463605807887183
27000,5.011389396407387,4.111572253207366,4.652538594992264,5.522133420705796,3.4635409340262413,4.3423963950739966
28000,4.574035840875962,4.59054452531478,6.088417669137319,3.869122651219368,5.361849983533223,3.0564969056531
29000,4.749201285839081,3.750658134619395,4.9345483481884,3.9844154034342085,4.270070579316881,5.116774817830638
30000,3.779438555240631,3.863605267123172,5.3803457617759705,3.971009159460664,4.528105128895152,3.918889830058271
31000,3.648490373293559,4.540502343858991,5.119507948557536,3.4192263673652303,3.39554845392704,3.1967422127723695
32000,3.7797240805625916,3.8374354269193565,4.64701696485281,4.064033763276206,4.094362372159958,3.7565238237380982
33000,4.0662880629301075,2.8238904968551966,4.8860224315098355,3.3873968666250054,3.7428722858428953,4.878823094508228
34000,3.700416638300969,3.3129952549934387,4.550617518524329,4.5304899250085535,4.960805871656963,4.526902466302826
35000,3.7382587620190213,3.097343077262243,4.628553447516068,3.8152059776087603,3.8434974423476627,3.5717886175428117
36000,2.97747753461202,3.4147390937980484,6.6016344257763455,4.66322671175003,4.566133419672648,3.64428637520625
37000,6.164198385817664,4.074801740050316,3.7507439085415433,3.3193426387650624,2.6483081420262655,2.9595407054704777
38000,4.22584858712028,4.425311264395714,5.046848937869072,4.965301449482258,4.953471302986145,3.341960789428817
39000,6.768036076000759,3.786312083005905,2.667857990545385,3.889599614283618,4.913123615582784,3.5738131147291927
40000,4.544900144849505,4.85105763849887,4.378064964946947,3.6907181680202483,5.7560089694129095,3.503414734488442
41000,2.9358531487615487,3.574699790581413,3.9586958604700424,3.6496933683753014,2.466131329536438,3.385239569677247
