Idx,p1_loss0,p2_loss0,p1_loss1,p2_loss1,p1_loss2,p2_loss2
1000,4.316592698044202,3.2895978569341735,3.5725834616115297,2.8563770152964536,3.5870271472034054,3.4471971012702567
2000,3.450571873561475,2.185049569231595,3.4297814204393324,2.9024306604282644,3.4341346215162623,2.762921115319487
3000,3.3233420208667046,2.499172852788339,2.6651783071645685,2.567652862797448,3.215265027664352,2.6820516828393903
4000,3.25526665939006,2.31364236910814,4.07859878852113,2.433209066578122,2.8825191192501274,2.2818910914623927
5000,3.103632512348659,2.4853803176427363,2.502030216690694,1.8533579562474223,3.2021190678218194,1.9763939691637393
6000,2.700007837034299,2.5055325619889905,3.029560630624121,2.2558558914792877,2.9889212959998557,2.2101309728931704
7000,2.6534319212900757,2.302690035423428,2.728484419331839,2.651531296447579,2.795105237991931,2.1477005702537904
8000,2.884365598065865,2.281904269540417,3.0552229166717386,2.1613822816378665,2.919153590481695,1.7488085005860676
9000,2.50541650064451,2.6427865766811918,2.375918772049461,2.409135674581036,3.292746716535587,2.4866230756974357
10000,2.9690736177822816,1.926630208916389,2.756344537677789,2.4179077516036,2.473722063818161,2.6601855969604324
11000,2.824016241725379,2.2634657776476677,2.5365269112522824,2.351964903569075,2.862454860798973,2.4531998475506964
12000,2.940694821273391,2.0551444241895833,2.414090752710581,2.475814557358484,3.4285859262787532,2.52396709134681
13000,3.024148890709324,2.48623775869427,2.118034159188342,2.412994750071637,3.0228078385669983,2.5599369090980373
14000,2.66064189417208,2.4416190945894396,2.7041025632980524,1.850864441619597,2.987345336073356,1.9851371732591678
15000,2.9140611039195465,2.0636402143320427,2.5650401907195466,2.4633906066630566,3.0779077010603757,2.5788822459550365
16000,2.916090215711217,2.4682593644731474,3.0821091148978983,2.164280243947973,2.2943904336628527,1.9025848656892776
17000,2.4940664475265693,1.9585946356291,2.1369730478698874,2.176308747240048,2.78110407153979,2.463177324114865
18000,2.840218337188841,1.7072035852224101,3.249215001379684,2.3627028343866447,2.780240764031393,2.299089744073175
19000,3.1066968966808868,2.7935323127042606,2.3846622058711113,2.316763702897033,2.6585155030047254,2.2625455539564
20000,2.720554069439421,1.9682653138325328,2.6342767031371466,1.744815719406913,2.8906215317625095,2.055136776067103
21000,2.313043940087293,2.5529193422458705,2.839926300795847,2.225483696829469,2.507221301169437,2.0016737882035716
