Idx,p1_loss1,p2_loss1,p1_loss2,p2_loss2,Unnamed: 0,p1_loss0,p2_loss0
46000,2.945286857590286,2.0320849298611137,2.6868653613509554,1.9489778971413432,45,2.347730127965204,1.731263503007406
47000,2.689477110587241,2.132424660671091,1.9279812384636539,1.760588677363288,46,2.1272034619877918,1.839818167300066
48000,2.722262532697929,1.6281129550203728,1.7766031895982017,2.06269547770834,47,2.47115565093353,1.8512425088392803
49000,2.879839303541603,1.9106303150774018,2.3660775777105014,1.6696695625269706,48,1.711304967562162,2.325991284540834
50000,2.164369742634169,1.981429204175418,2.1500955581067176,1.8711426608153976,49,1.8993700668256333,1.6474089940907466
51000,2.635116509226565,1.512681004259364,2.316058085032235,1.9930634270959124,50,2.5017577219193328,1.492368465991733
52000,2.596601089625492,1.6773983416243505,2.3175033736781816,1.8792434456456506,51,2.319466281166383,1.3458763400444622
53000,2.590902397105218,2.029245339888089,2.140406736642042,1.7927981080632682,52,2.1137387631867632,2.119265776680838
54000,2.5037426687042665,1.5427424895981439,2.6269131578478313,1.8329904850565846,53,2.426354853258391,1.4542906141262115
55000,2.9440367847931563,1.8845111023688346,2.1026514119224093,1.5964461448647032,54,2.0422260787308333,1.7187275976223075
56000,2.2046808775234705,1.443575760110996,2.553082198544605,1.8205462652250215,55,2.3937261359946382,2.0477958466748105
57000,2.456779943825677,2.177751544185073,1.8676453850375478,2.156286364359469,56,2.5786202043287365,1.911653927334308
58000,2.2636230546939022,1.4047122348837366,2.043115853832205,1.6770219083933626,57,2.452290650589142,1.444100359058131
59000,2.392677262541838,1.3125573042022796,2.9941462492795394,2.0689743044246063,58,2.333025213746585,1.785027941933666
60000,2.55673049668771,1.5514026609569789,2.875646810407422,1.814538843659698,59,2.202447936695886,1.6600116073264102
61000,2.6028946347857107,1.775539728145213,2.3499550430629497,2.247460681669884,60,2.5031444933285054,1.9628041769043567
62000,2.3316571939381383,2.2420226223922026,2.403484294686671,2.058470636662799,61,2.030584549814228,2.1550432778245483
63000,2.434979405408616,1.5140573245803202,3.1563818687199787,1.84099389693943,62,2.1403989175364195,1.9300989430649296
64000,2.6390087015983625,2.0671117882923418,1.8977387329791577,1.7751497286970594,63,2.0223084925959003,1.5875748795425069
65000,2.507054485453217,1.9454440394516237,2.673516493890681,1.7927175421864932,64,2.0923960859322523,1.6214282706530103
66000,2.514091034178793,2.1291444750323607,1.9151114817302335,1.6042310771019987,65,2.416575271274569,2.22651866251694
67000,2.6421490452935874,2.300486773326398,2.883378851607359,1.6897167492619094,66,2.1702048716966265,1.6985350815829052
68000,2.5552189943696995,1.30056733650894,2.0413341239550093,1.8604864778714212,67,2.3605533037297355,1.555019949732863
69000,1.938580514437038,1.6366703950793102,2.517286251412908,1.8873469749934138,68,2.121320107473461,1.8264345510135125
70000,2.5528891894873746,1.63609155135665,2.2467368099944465,1.5341155779425346,69,2.204564176765409,1.6866219882350906
71000,2.0775342119283224,2.0812778541911845,2.353849681736752,1.7788800819809756,70,1.9202809469205424,1.2151369513157988
72000,2.2522348445016696,1.9818376032979164,2.3331662456968423,1.8927162121480592,71,1.694167089802424,1.553771027090945
73000,2.642353065741391,1.9468956893418636,2.589850549281879,1.9192910781396728,72,2.229975491717188,1.49611165103969
74000,2.268134558181434,1.6083302369454142,3.0938978779791135,1.8817822246152598,73,2.01087569282192,1.8527568145828728
75000,2.376251686360466,2.0353732637096464,2.553608761855839,1.499794883263052,74,2.464831016395165,2.242098588424576
76000,2.1802840451594037,1.9172465874872944,2.5480254680664784,1.750768980551511,75,2.4957670419997644,1.818475754256171
77000,2.250330113678832,1.862251685075619,2.5869004217331737,1.4816150532447194,76,2.224269338870499,1.85333954379858
78000,2.0983048284554724,1.8110842614032026,2.5021227109961135,1.7448778602881012,77,2.568140120082672,1.9903098558495331
79000,2.3292922513189174,2.279622846182335,2.685778365492821,1.6712219509522457,78,2.24174046614087,2.035160895994937
80000,2.4818160122702433,1.6943218758949565,2.0278435034357303,2.3627003632264048,79,2.331113651417151,2.1448652595163527
81000,2.952135630032322,1.6849616742347016,2.045759808152042,1.4958465338184281,80,2.4148441769653046,1.5169542193899888
82000,2.0507322786367257,1.9980508294314145,2.04712370891345,1.5878521864564874,81,2.1937188724394194,1.6338056264306746
83000,2.3417652232434882,1.7797590403805754,2.3007685611129065,1.861221353227329,82,1.9578270633467376,1.447399584039303
84000,2.4815602858857035,1.728466413783048,2.3921398740876234,2.105205339345713,83,2.1644529895624145,1.4153848647171872
85000,2.8990092655218294,1.8599511135535636,2.1466705047796024,1.5600191938258487,84,1.9528954858320733,1.7910157153429078
86000,3.2292302427303463,1.6246674340800382,2.3057191482766117,2.136471135096466,85,2.2808040943485453,1.900846820639132
87000,2.3550093703551545,2.142916256090588,2.104042336839205,1.8902210357160503,86,2.5524440798637738,1.496535117180391
88000,2.1256766135319576,1.5909584722298873,2.0913117977711986,1.5259705862430533,87,2.2990584044292537,1.4674417734673868
89000,2.470574022099463,1.9628105548393118,1.9491160819783853,1.6887780535591888,88,2.0662219986870305,1.6638741763901166
90000,3.002578981682656,1.7789309052330953,2.076818851415249,1.9168244258733143,89,2.130778158380134,1.4194501936825
91000,2.2817659089833864,1.5605113218452786,2.5956361278366313,2.184213910335675,90,2.163757277559489,1.5568115497345405
92000,1.5633468387312577,1.6061846231243986,1.949282978219347,1.9111205660573853,91,2.2455862503474653,1.8615638668279224
93000,2.095962676643335,1.9056077961479376,2.3775134119876595,1.6490907463554383,92,1.867676191198737,1.9327367241797544
94000,2.206389020805871,2.249428424829625,2.1356606954183,1.8249803074774098,93,2.008172010973853,1.3244822874326598
95000,2.445713296478641,1.5981900067051533,2.6621768420401413,2.1645174536489598,94,2.519949788904917,1.6415154971534898
96000,2.622613146368757,1.9008396510527128,2.0460639231927455,1.7791550944502832,95,2.018999582236422,1.751632343870351
97000,2.246727632294789,1.681191867545333,2.418433651758714,2.154727757624605,96,1.8511660548296471,1.691435248019036
98000,2.350732596412658,1.8469202971539658,2.3607288016647927,1.848150373842877,97,2.4480705374270686,1.8908211465041007
99000,2.323715823873038,1.9537046097589794,2.212196152326595,1.7847728853910156,98,1.872850278122941,1.850521821383296
100000,2.315610790179288,1.8147112814922972,1.439279109359943,1.7196190339742459,99,2.33226351081374,1.8798775028920285
101000,2.4448217433751385,1.8676549656998631,2.489278274863839,1.790364061785436,100,2.4629952403294944,2.417438896429178
102000,2.5493147983697315,1.7028986456593111,2.305830823318511,1.9165332401146904,101,1.81282107898522,1.744533092624765
103000,2.593998680343839,1.9145824964920628,2.1345812875540675,1.537888440626842,102,2.271441208435048,1.632708306463583
104000,2.1859957103783856,2.0868720275955086,2.1093462045613647,1.8449759435470279,103,2.537117929031472,1.5566690316770244
105000,2.4945677032002265,1.6320461351816349,2.3996753065765195,2.201117812003012,104,2.257956377592875,1.5506941494780182
106000,2.3612387589443613,1.7476958890193748,2.6729933626140703,1.8127642024589596,105,1.928222143976716,1.5888893943374331
107000,2.054310683866582,1.7018563559074151,2.727017651258939,2.051448524117481,106,2.366679183007475,1.4159210450936108
108000,2.157627354322852,2.3821242411340764,2.4162909515076287,2.2359296737232017,107,2.108704862519669,1.5900220046825588
109000,2.09788923296675,1.8056043902292407,1.9773630571057366,1.7523438942520269,108,2.326907880297747,1.3481474258020811
110000,2.1802081841922414,1.6848101116264504,2.289332397068588,2.271926337561945,109,1.857216953147497,1.9182424197544492
111000,2.1992916185564053,1.9051437682127985,2.728084337692888,1.8580843953535235,110,2.405653067300256,1.634707912200522
112000,2.0493800196332046,1.7926117410828524,2.2425514019387682,2.086219237053956,111,2.0715432192513403,1.7684854454904797
113000,2.3067558952751828,2.1651623804485323,2.271100101970369,2.3849826686518085,112,1.9521198032619635,1.5115913912884902
114000,2.2176448719029356,1.8541986139191542,3.018636224472343,1.5910102288429457,113,2.0051847366544413,1.6963936458008608
115000,2.150802292856181,2.1814654543640732,2.0103442469277444,1.7661663203377707,114,2.522158234485082,1.771872543060045
116000,2.7608408377116818,1.8421309101033285,2.600404961500317,1.6689281093048818,115,2.4055835509810914,1.4630360424163071
117000,2.1685429975750985,2.0207285315615215,2.0810868496635075,1.3186028941319432,116,2.28498125125938,1.788110504899622
118000,2.333884675369263,1.8699676189042906,2.4660449028024125,2.0115280095800885,117,2.4411555547478416,1.377384664175322
119000,2.319718670624715,2.129976080939622,1.9951141219885786,1.7149624147350706,118,1.8518110375660728,2.058401102722166
120000,2.519639174437984,1.68521131714028,2.604942866251804,1.9368383476057607,119,2.2910599166892767,1.1504380843987976
121000,2.2984860535364917,2.0759611669293574,1.9945495611623776,2.087237254968993,120,1.9426255287938023,1.7559087656218166
122000,2.199804620152603,1.4022222935939685,1.6968498971678085,1.828726253161285,121,2.1227596672578297,1.7628095806997046
123000,3.0513092381202385,1.7898648122626541,2.7633490267730094,1.8685549935517267,122,2.4741114599749108,1.546262487993116
124000,2.0979894250312503,2.432858606363679,2.578467900726128,1.4291792352411437,123,2.007626729355903,1.5800363847798709
125000,2.4073575969970396,2.1210609628018635,2.794163795777096,1.580889701712373,124,2.685819507199628,1.825746180397272
126000,2.6181133963314784,1.7884997034557721,2.2608401194181895,1.2667896809613142,125,2.697089782351019,1.631870440232713
127000,2.1289784509854126,1.8017693549987808,2.300949469474973,1.6798063992251084,126,2.4143954298858565,1.7454833615336418
128000,3.348692002421103,1.8763329919893295,2.042196291433069,1.7676044430997109,127,2.022362410306852,1.606184296881073
129000,1.9641692460408637,1.2900936744187192,2.898169967518155,1.8736296344778975,128,1.577886273683223,1.945828887032248
130000,2.1095340342667934,1.7590328086789504,2.474862843106351,1.9880565088585271,129,2.1169097437009707,1.9500830451326585
131000,2.0039446475476894,1.745921512864596,2.572570973462819,1.925215520454355,130,2.3503718517374983,1.2208590333127955
132000,2.4951068210473006,1.8852917314230881,1.7345459206220135,1.5894733140222639,131,2.0264985800419777,1.5603668721495227
133000,2.080099955689194,1.9991188480842697,2.4179156163008884,1.9276918323009902,132,2.251315723506646,1.6296783212634522
134000,2.1988946861619376,2.0537458066300083,2.130977509064275,1.8045355016003715,133,2.0245424207653206,1.9243698226642751
135000,2.3541847141247603,1.4933802976045882,3.192541441606312,1.8634199911108116,134,1.588473444982512,1.9075469346319756
136000,2.2911455746661256,2.126306835547685,2.199215088512558,2.041127377192204,135,2.292065988997966,1.5983939387998174
137000,2.161210024434688,2.2780100321617702,2.4611723570583774,1.9836622304673377,136,2.2900458163248896,1.47032915974697
138000,2.5613289190754904,1.8461999165592715,2.3696116554346838,1.8081892785130638,137,2.2084556808827083,1.65173959121693
139000,2.8522888407076405,1.8545501144606364,2.859775729629769,2.042026522163387,138,1.916502873750078,1.604473330508064
140000,2.6075191435602108,2.5259384800240587,3.171659736955154,2.0382628381019265,139,1.8364323338922783,1.5853019101580086
141000,2.6301150658337735,1.555108618526642,2.3166786090117344,1.8077502554195108,140,1.9214440888291855,1.645000562413285
142000,2.182657706742772,1.9105825295920373,2.4367604484114107,1.5300588706954437,141,1.831299827980244,1.4905113875253908
143000,2.1355634133843933,1.7305844105257961,1.8049960324265293,1.6846929833415916,142,2.210528493245134,1.7835040713547712
144000,2.1166159519272947,2.5761496966135584,1.9947717958393103,1.9887285014431395,143,1.87150086702041,1.7274004299869887
145000,2.7589499721387494,1.664881212832751,2.2014684651761955,1.8330787909770199,144,1.804961521938308,1.7162371121557154
146000,2.030570852337105,1.5506662068683026,2.0707812029800907,2.204925615705971,145,1.882091774040533,1.4526200579704704
147000,2.701532835297139,1.9460049515448348,2.367446367894986,1.5420165854160717,146,2.247231792113144,1.6131783964502957
148000,2.595227309315151,1.8012671190157978,2.6903452984675855,1.9338277536466537,147,2.014999318100866,1.4916522447232516
149000,2.527073168361078,1.6316482451456449,2.056880800588815,2.0400929628525004,148,1.974516439246372,1.8582766308678225
150000,2.1655510005509235,1.8555679237763931,2.608838689408125,1.9708121897676785,149,2.0928776114662453,2.2695446348720605
151000,2.54005142305571,1.7343391357361129,2.062094839778086,1.9395396462478267,150,2.033963840520371,1.252152108563621
152000,2.3296489413525654,1.7072384127406848,1.8546444737246333,1.653521099629748,151,2.26024785887042,1.599719728804329
153000,2.688444342706223,1.8211125643742292,2.247807932218555,1.7228425176822164,152,2.186681796571851,1.7380477860796737
154000,2.137051785410135,1.6308161705466253,2.9127067135759477,1.7275388907754647,153,1.933480811378573,1.4003347872675371
155000,2.738767960578613,1.9484761610806467,2.9110002407484954,2.1114591355457035,154,1.8417408255286944,1.5392913774961512
156000,1.9868186732831303,2.05063994448379,2.5019476993778573,2.045218223356642,155,2.3583963313322025,1.8660618477714468
157000,2.152294399194439,1.6191008103212032,1.6538988873335583,1.851021651336291,156,2.122334515630748,1.4668951670312729
158000,2.1653273552988592,1.839699462787526,2.3966516776129456,1.8991462157997812,157,1.9540926707678032,1.4664515807853369
159000,2.8060294576398563,1.4798318502551304,1.8009913342482444,1.717833935285407,158,2.47259284086262,1.482801698366506
160000,2.433140050220415,2.117194031807796,2.4022700340137244,2.349331253369596,159,1.6574924354391676,1.934447012504133
161000,2.4965008800154034,1.9642441307938145,2.7733900345986657,2.1536719894047267,160,1.6300055880176345,1.6834809564763733
162000,2.8855514042266965,1.7804532724397604,2.5020074674517874,2.176444780703309,161,1.9836713932962409,1.5462345072973156
163000,2.8443991674831834,2.2923099569020313,2.61446761786099,1.3867554322434072,162,2.087314564234754,1.814293311708622
164000,2.033070967054423,1.421812485572776,2.5162240098513986,1.4622067646429826,163,2.181180092131955,1.6391971127649898
165000,1.8857769541289267,1.9363226461329295,2.822099755929297,1.845074854184358,164,2.179940569745624,1.906914278565664
166000,2.0811117345413037,1.9640681085458511,2.610813656339677,1.5595481021521787,165,1.8880098655660955,2.0396298601612357
167000,2.661172731683124,1.6743786614797445,1.8049752455471542,2.0387322458720445,166,1.9414118366434705,2.123377094619865
168000,2.4571542482185076,1.751715774351687,2.3163332218472,1.8550721006680568,167,1.972954556619392,2.131832393142699
169000,2.230643785681666,1.8038576323665758,2.552902941738286,1.6930791853026719,168,2.254725666602142,1.619311204717423
170000,3.0473615893369264,1.9087105003802765,1.8252616644438482,1.9465692099088157,169,1.817769928388524,1.314096331636235
171000,2.176549454502557,1.573008519615188,2.3162518953989486,2.036933939069095,170,2.4766479070357623,1.4780942393680576
172000,2.2896307797524544,1.4384228005777533,2.2201955761230154,2.219286633973938,171,2.0667360434044717,1.5411165517670973
173000,2.552424649121774,1.8289256662548092,2.5128221516497433,1.631870415424311,172,2.689824379962654,1.9460400079798024
174000,2.1951170197804686,1.636215088615393,2.8797683275398964,2.175972179842984,173,2.0515174031941075,1.8883346251366773
175000,3.0447008799501503,2.159863072456934,1.98081039413006,1.691165348884928,174,2.0524919284977727,1.8343779458811251
176000,2.280942643441186,1.3147085607062758,2.521130262712822,1.4026368126991682,175,2.3115488870649994,1.5451397950167285
177000,2.482584454700245,1.487100585444243,2.385054327665985,1.4945445796676722,176,2.61750089617238,1.7272811633659515
178000,2.2931498690699104,2.182818142197742,2.2423046898499814,1.8887285511466863,177,2.210647074084374,1.8826956100983407
179000,2.2375050933523823,1.5736960745547428,2.236269803687693,1.288271466708549,178,2.0849476855935087,1.780916585415844
180000,1.914346490785067,1.7441199920157278,2.759524933135544,2.0039468424080358,179,2.2458127075410257,1.5994106391521017
181000,2.633834528760965,1.8833037429426756,2.341150954541569,2.142764904351472,180,1.862588039875352,1.5504935129610882
182000,1.9639828379039683,2.0868125587739033,2.211956662283659,1.4926424420920124,181,2.8966451622801834,1.4647007421300742
183000,2.251062888068789,1.7114023289242328,2.789079150203265,1.9283883988673258,182,2.2900139272474798,1.4659171761340215
184000,1.7107885288489426,2.5019730385783974,2.6969019207945126,2.511389002378434,183,2.032653962799294,1.515242069257213
185000,2.4687221660162457,1.496238107495595,2.3957925313980994,1.5197674536870585,184,1.9795043299002053,1.6466746527707643
186000,1.9513701928533502,2.3102374569512905,2.694107404288714,2.044527163837365,185,2.1090507877012103,1.6644453420769425
187000,2.499297703293106,1.649656171833651,1.887280306505115,1.724292673125914,186,2.319842983052788,1.5466072537558115
188000,1.822049434603014,1.8050005142856738,2.4300811853280457,1.8934103346035525,187,2.143858812051368,1.7111045474867994
189000,2.693319442687562,1.9752451197108845,2.532370034952523,2.170866577519389,188,2.2812114290314915,1.232231312323281
190000,2.003929453445439,1.942812845636948,1.9791455182725088,1.6720800120165686,189,2.108327263730962,1.7481326030116364
191000,2.540590038470697,1.5715271918261913,2.3003894884288845,1.7046419994117228,190,2.4833723932320555,1.5689865147086872
192000,2.324688695047494,1.8446686446111682,2.2940832953264554,1.5835186258298624,191,2.4075636368920748,1.4077783619105222
193000,2.1070738911229303,1.9421691835953891,2.1907315359109565,1.8859690309214985,192,2.245072327723727,2.030182598073914
194000,2.1872775302379486,1.765268130467964,2.1239809985244325,1.8312504086393324,193,2.343848760926233,1.6850364252247594
195000,1.9236103678648155,1.9154337896678884,2.1062189242223517,1.9387614125439507,194,2.1295203545405608,1.757860157761083
196000,2.2206400682782133,1.881368067189695,2.251068300701057,1.9262019745538352,195,2.258460197421281,1.6016858158840723
197000,2.2912433371192398,2.123185170199658,2.5922578568994035,1.9123984331596,196,2.0647171017951016,2.0120053533081723
198000,2.3592852643081947,1.6987467244137637,2.032002698448416,1.9455728239381438,197,1.6200615847473616,1.5825012357089685
199000,2.612625930511923,1.4597596055739872,2.44144290230018,1.6445239147468775,198,1.825644109326271,1.787184067628976
200000,2.55149102914935,2.034922892050128,2.306459593278844,1.6745543136664431,199,2.289518064501382,1.581684960784972
201000,3.133136742372536,1.8152018333524667,2.353860228081957,2.0249038847720464,200,1.9027308564459096,1.5659980509888556
202000,2.76073815337912,1.96444540425968,2.2595975285635004,1.6476865006977683,201,2.062284664159908,1.7367757901426837
203000,2.707755402862073,2.037437696049115,2.288627619185247,1.571885251291452,202,2.2162339563503908,1.717104847470228
204000,2.252121540278838,1.9906550580000737,2.858752039824293,1.768565068921045,203,2.074161936058355,1.453141747132198
205000,2.3253416308487416,1.3506812690036425,1.8816169510057694,1.762019994823883,204,1.951300628813734,1.8826339365345837
206000,2.662547396628506,1.1483349343697755,2.5050354638008305,1.741731713649305,205,2.43535885219969,1.2707892011764528
207000,1.983493629950372,1.976509694244685,2.303866658489304,2.3743785735529985,206,1.981786500124234,1.8594064651423543
208000,2.181370541436404,1.6395555932407073,2.1462402936626725,1.9114769636802702,207,2.5686607100796506,2.141632112678713
209000,2.4953491511122374,2.172170849975171,2.3510324741737803,1.6891634167382397,208,2.26388136113398,1.6771863567098608
210000,2.2166880752828555,1.6298905293784351,2.7915475129340606,1.7057476139058079,209,2.074376025243107,1.952950329990728
211000,2.3613813913028157,1.7204561415661572,2.685625505516124,1.6926732792934802,210,2.506123293422077,1.8961821856358028
212000,2.695180688410949,1.3996449010414735,2.20803309445731,1.634161323547095,211,2.0112470714581288,1.6086986575785702
213000,2.1180842890785603,1.4431439068519747,2.76640212830929,1.723351678322422,212,2.4241848498762413,1.2406853968808993
214000,2.256189555231389,1.464456853474173,2.659709237472387,1.7118436995294075,213,2.073705564253528,1.5938717845099302
215000,2.6103593234569447,2.488588613964972,2.3196799203586056,1.9023255438877569,214,1.818686970601129,2.2704305362359247
216000,2.5688968237138368,1.4733537146742557,2.5070778369492968,1.8234740769382842,215,2.514118915448869,1.357303348032561
217000,2.983807311326982,1.9017124706937156,2.8453117143393105,2.1898157309033666,216,1.7036347151262046,1.1605672793801776
218000,2.6209028959080474,2.171339253539913,2.2978183857592627,1.6563724158712645,217,2.379293058537836,1.7151453653879298
219000,2.6647040857743653,1.5618451681964718,1.7321512404017494,2.2383032847400255,218,1.7942887931794682,1.7093342581257855
220000,2.8446024123019837,1.7048799152941674,2.391605468500137,1.6772243439570558,219,1.9170375626833065,1.8046979723087708
221000,2.4171679658280225,1.998693360035719,2.05842231166882,1.7301172926887538,220,2.335277245607774,1.490825386286177
222000,2.3185378277905393,1.453051967243264,2.5640161844534632,2.0550906059150362,221,1.9487264394785409,1.8478538393450248
223000,2.6711487312729285,1.5381121198178966,2.1602261444296627,2.0492864951936713,222,2.16838071884931,1.4983276666603809
224000,2.6488316650948978,2.0424940334609984,2.1739192278113086,1.9210559942859387,223,1.8987644452800596,1.3520297483262544
225000,2.2177742742258744,1.6164024352782713,2.1279195825106734,1.5496147792304455,224,2.2958637898037626,1.8612419245593013
226000,3.0979969835871857,1.8350802116577356,2.481301281758644,1.2857194895462738,225,1.7474150410728682,2.0055874306337897
227000,2.1073570205718775,1.3581482594953782,2.460575809071995,2.1647545321231054,226,2.544039360019992,1.4628696541084942
228000,2.22564295144403,1.849708865887258,1.8132394961289091,2.1236897575228095,227,1.8564805128490292,1.568563574732481
229000,2.0655469996579123,1.562578003611687,2.4617729741476375,1.7589551058902162,228,1.8155750633816805,1.5701199511008903
230000,2.416213076197277,1.4838227182082455,2.2987551729059175,2.034232052078682,229,1.797412528707016,1.4462828044879
231000,2.7550709130461093,1.285096683793507,2.7417752481227224,1.7317681637495055,230,1.785862896332907,1.3830067651108908
232000,2.3025689481855114,1.5849810223637233,2.504651965381008,2.271083152433562,231,2.4320119277845382,1.7238950717406545
233000,2.4299116030939922,2.0952131219794974,2.655462757191804,2.0543566610543724,232,2.2596949816469656,1.4921563371760065
234000,2.387946715156708,1.6706856075059622,2.6993981533708302,1.7970370183938316,233,2.4243565414712247,1.1752937730472897
235000,2.3468864753635637,2.238565933590611,2.2181812358339013,1.7410621753002566,234,2.073041877882289,1.392028495739943
236000,2.6854824841853793,1.7318753468916015,2.357720785256466,1.5317448531881739,235,2.3995427753589134,1.484435296479681
237000,2.1858177184549374,2.0084449936179434,2.1382925488705915,1.6978889644560575,236,2.415400896637921,1.9920727113261816
238000,2.450278810168374,2.22324336722038,2.830519519942725,1.4861174951717562,237,2.0592072976803304,1.749574545530789
239000,2.129186320727169,1.4695619699314804,2.378652382760466,1.7835150508257418,238,2.1947278670171317,1.6779062525110695
240000,2.409488583854436,1.7237141003866643,2.219328609511899,1.9184296879368494,239,2.2182538604129567,1.8327129284690784
241000,2.553869712111253,1.4078588089299129,2.6886821391289635,1.4227803066178526,240,2.1377348942312584,1.8613427575319208
242000,1.9189692248197021,1.7433608522946,2.2369159655483744,1.937209455181009,241,1.9992664806863976,1.633260382928803
243000,2.2202631623612685,2.0806105461177635,2.4092703159256557,1.687985664221772,242,2.512358599474279,1.934478321004326
244000,2.909795733382667,2.038129861359505,2.4624582330887943,2.26340775748894,243,2.724197620925649,1.8517662684960092
