Idx,q_sum0,q_sum1,q_sum2
100,20.214561576843263,21.432022790908814,22.55825960159302
200,23.947916536331178,22.675215339660646,23.222336568832397
300,22.040865745544433,22.208611278533937,20.956017303466798
400,21.728072242736815,21.19777184486389,24.68257534980774
500,18.87856614112854,19.556594762802124,23.050441799163817
600,17.690853242874145,19.643017578125,24.006968402862547
700,23.86684310913086,19.156951484680175,23.778681926727295
800,20.88549819946289,17.249561033248902,19.90229907989502
900,21.116452159881593,17.977956438064574,20.363008251190184
1000,18.024737491607667,20.330799713134766,24.279169883728027
1100,17.891008291244507,20.8452507686615,24.807259178161623
1200,17.961702575683592,18.35060555458069,23.840739307403563
1300,22.338214797973635,21.48676544189453,20.614195079803466
1400,24.47047378540039,20.034546909332274,21.309014625549317
1500,17.441155834198,23.39075385093689,21.902347507476808
1600,18.65352240562439,24.268749351501466,23.503260231018068
1700,20.737519035339357,17.96054458618164,20.577693614959717
1800,19.20453190803528,23.147548103332518,21.43004497528076
1900,23.702911834716797,21.011844415664672,20.659961833953858
2000,20.586825456619263,22.68462278366089,25.851930847167967
2100,24.16030029296875,22.724564952850344,20.259758472442627
2200,21.947880859375,22.720126361846923,18.52517827987671
2300,18.564781847000123,21.610963144302367,23.142264041900635
2400,22.911077251434325,23.321295223236085,19.91773615837097
2500,20.707126598358155,20.77497615814209,25.103034286499025
2600,21.65516830444336,18.206074838638305,22.555121994018556
2700,19.87199056625366,18.111663150787354,20.44016551017761
2800,20.51944375038147,21.071129360198974,19.22145266532898
2900,17.88578740119934,19.13909324645996,21.832871646881102
3000,21.569616165161133,23.96472311973572,23.299598178863526
3100,18.157340726852418,17.786759777069094,22.945876388549806
3200,21.884985666275025,19.78556957244873,22.747444095611574
3300,22.614711055755617,25.86349401473999,22.59372184753418
3400,18.02856421470642,22.108142881393434,18.651904106140137
3500,18.035255203247072,20.003479652404785,23.984738416671753
3600,19.50077404022217,23.32606798171997,20.413566284179687
3700,19.6495450592041,23.798605337142945,19.752912101745604
3800,21.360557279586793,22.97925196647644,24.037591037750243
3900,20.729116802215575,23.39432596206665,20.838753385543825
4000,19.752461738586426,18.756631259918212,19.723039512634276
4100,19.342252140045165,24.896363620758056,19.463459281921388
4200,23.31364197731018,24.39986726760864,25.09843502044678
4300,22.039835214614868,21.524213914871215,23.645252141952515
4400,21.14141701698303,20.31933162689209,19.678381776809694
4500,17.185487327575682,20.566184520721436,20.53228895187378
4600,22.826885023117065,25.42034418106079,21.92793752670288
4700,24.33010709762573,22.926306495666505,17.709471168518068
4800,19.58604034423828,21.072682666778565,18.698740196228027
4900,18.48369559288025,18.774624376296998,17.953725109100343
5000,18.272974843978883,18.533242073059082,18.63598762512207
5100,20.62318123817444,19.97900508880615,23.562335395812987
5200,21.769832935333252,21.68151319503784,19.863923559188844
5300,18.325220136642457,22.154990873336793,21.791034297943114
5400,18.244619874954225,19.021639032363893,19.597609024047852
5500,21.106816387176515,18.523848285675047,20.22711127281189
5600,17.31813540458679,19.809994506835938,18.79383006095886
5700,20.15477431297302,24.226322202682496,17.931562385559083
5800,19.24379144668579,19.652494745254515,18.528069467544555
5900,17.016051321029664,19.928929319381712,23.7075518989563
6000,17.964679222106934,24.46044948577881,20.35506103515625
6100,17.348936433792115,21.31074068069458,20.998987216949462
6200,22.24719084739685,22.523999242782594,22.7614914894104
6300,19.640247631073,23.366217136383057,23.369201526641845
6400,19.67374090194702,25.805975856781007,19.77368267059326
6500,20.216651163101197,18.95671335220337,20.456834735870363
6600,23.27196399688721,23.06719026565552,24.03822606086731
6700,18.339716138839723,22.99902526855469,25.947034435272215
6800,20.657389335632324,24.259253969192503,17.549808778762817
6900,19.922858142852782,23.39795726776123,23.963430824279786
7000,19.325926876068117,21.49729480743408,24.63781686782837
7100,18.91161231994629,21.00956624031067,16.707640447616576
7200,19.558631019592283,24.355340909957885,25.60770872116089
7300,23.88323923110962,18.960403480529784,24.64923719406128
7400,23.48441717147827,21.3753680229187,23.16296272277832
7500,18.413669004440308,23.174932880401613,21.9252753162384
7600,19.189106388092043,20.403924808502197,25.020226726531984
7700,25.570474395751955,17.9543479347229,24.19510150909424
7800,24.169868326187135,18.771784439086915,25.111439895629882
7900,22.920766410827635,16.512775430679323,25.09554988861084
8000,18.510080966949463,16.524745655059814,23.71612133026123
8100,18.231653099060058,16.826299324035645,23.436873416900635
8200,19.96351725578308,16.80375597000122,19.41075514793396
8300,17.638187465667723,20.857402534484862,23.341436681747435
8400,21.152208404541014,22.54730281829834,23.718360538482667
8500,19.204051866531373,25.528180713653565,23.254772109985353
8600,24.009366035461426,20.2718249130249,22.27266605377197
8700,19.561295413970946,20.383982257843016,21.89511697769165
8800,20.009150228500367,19.82044451713562,22.99229513168335
8900,21.478861017227175,21.91370086669922,26.454860439300536
9000,21.813856716156007,22.4193417930603,23.42480188369751
9100,21.26480836868286,22.19966474533081,22.938276634216308
9200,22.325161390304565,20.415980291366576,24.155384979248048
9300,21.727420959472656,21.628937911987304,24.555242137908934
9400,26.134441394805908,21.235295066833498,21.055461750030517
9500,23.310571174621582,22.03360019683838,19.267609252929688
9600,22.987175197601317,20.025393857955933,22.00426658630371
9700,24.5283510017395,17.981862678527833,19.761367540359497
9800,21.966632175445557,20.19499261856079,26.266457633972166
9900,19.97348711013794,22.892211351394653,20.414346084594726
10000,17.75089033126831,16.536346311569215,19.02941436767578
10100,19.411226787567138,17.80199643135071,20.01428442001343
10200,22.465331468582153,18.937148542404174,23.290892963409423
10300,19.08710892677307,20.015313596725463,22.85650114059448
10400,20.401698818206786,24.347569236755373,22.691627674102783
10500,16.875541191101075,23.665455646514893,25.521047134399414
10600,19.291861524581908,18.144023685455323,20.95333206176758
10700,21.86963388442993,18.615647420883178,25.01571336746216
10800,24.489696426391603,16.49617099761963,23.35553174972534
10900,23.24335295677185,21.984137649536134,24.155570068359374
11000,20.172556886672975,23.938993091583253,19.586250610351563
11100,20.338156118392945,22.818396635055542,20.112075691223144
11200,20.03397705078125,20.13408624649048,20.826747055053712
11300,16.216844987869262,17.92787860870361,19.631333808898926
11400,16.776434583663942,18.205196647644044,18.882228984832764
11500,20.045979709625243,22.87753149032593,18.75600410461426
11600,20.309966039657592,19.451251430511476,23.585541706085206
11700,18.334151258468626,18.113769006729125,18.682832403182985
11800,21.627374629974366,20.617418041229246,20.396667308807373
11900,22.09090400695801,18.385266733169555,19.21524528503418
12000,24.306796283721923,16.449494199752806,23.32528438568115
12100,24.504694290161133,21.95776840209961,25.910396366119386
12200,19.388917255401612,20.341853981018065,21.834042263031005
12300,25.315424461364746,21.578902778625487,22.405767726898194
12400,19.08269495010376,22.01284264564514,24.160012187957765
12500,17.57158741950989,23.371628246307374,19.145893325805662
12600,22.524690399169923,18.92290615081787,24.77686107635498
12700,24.832716083526613,23.68938123703003,23.676815776824952
12800,19.014388551712035,22.253637018203737,18.849120597839356
12900,21.09947982788086,22.53840979576111,20.092956008911134
13000,23.780401706695557,18.38629201889038,23.037456607818605
13100,22.18561382293701,18.575071096420288,19.261184186935424
13200,21.156591091156006,18.082187433242797,18.32239577293396
13300,23.272742500305174,18.76413143157959,16.810272188186644
13400,22.01014492034912,22.454514465332032,19.34738172531128
13500,25.997369022369384,25.855732765197754,24.5230846786499
13600,17.69505249977112,18.471889705657958,18.88869912147522
13700,17.07287176132202,22.82180601119995,20.701177768707275
13800,19.607367668151856,24.083671665191652,20.678999013900757
13900,24.69599581718445,22.26327036857605,18.439373626708985
14000,20.246844244003295,23.37412652015686,20.12616410255432
14100,24.854124727249147,23.328309383392334,21.4611976146698
14200,21.65839490890503,19.630077638626098,20.512771549224855
14300,22.94785400390625,21.15287263870239,20.717420520782472
14400,20.96220064163208,24.06386074066162,22.44560297012329
14500,21.737740411758423,22.896282691955566,24.70501470565796
14600,21.03180269241333,20.400947246551514,18.1906072807312
14700,22.79506552696228,24.16749256134033,19.618280086517334
14800,25.48995327949524,24.6194384765625,22.095908002853392
14900,24.01628522872925,21.183070831298828,24.045863380432127
15000,20.823575448989867,19.06038824081421,25.389553318023683
15100,20.966748313903807,19.64681104660034,22.953436489105226
15200,21.520320777893065,23.28744260787964,22.28634325027466
15300,25.877346286773683,19.879341888427735,20.79741780281067
15400,23.058015594482423,19.657714319229125,22.878776111602782
15500,21.971769485473633,21.25528332710266,16.23749885559082
15600,26.50502010345459,26.988075103759765,23.761601867675783
15700,24.864906616210938,26.76417392730713,21.000080070495606
15800,19.93919602394104,19.08237335205078,22.546676292419434
15900,24.21526388168335,18.951462116241455,24.769360771179198
16000,24.558903579711913,19.68781856536865,22.82148942947388
16100,23.164474296569825,21.76828342437744,18.732095775604247
16200,21.82146194458008,18.734422273635865,21.09357666015625
16300,21.283943080902098,25.02412003517151,25.28593490600586
16400,18.817679119110107,22.107410688400268,23.567817907333374
16500,20.438267555236816,19.894909057617188,20.043395042419434
16600,22.87285655975342,18.404530277252196,23.863944187164307
16700,19.21459243774414,18.27740571975708,22.284559059143067
16800,20.525488681793213,21.818446979522705,23.59878483772278
16900,21.700285301208496,23.13162378311157,24.943974266052248
17000,21.756708679199217,17.14598168373108,21.71542263031006
