Idx,p1_loss1,p2_loss1,p1_loss2,p2_loss2,Unnamed: 0,p1_loss0,p2_loss0
1000,0.7295152065140925,0.5599686366050763,0.7559450579023806,0.644927777282421,0,0.86003565026982,0.6202112626461755
2000,0.41183173076835816,0.24446245382935702,0.39721892744694887,0.24691462370455752,1,0.4448897062229509,0.2979368628984208
3000,0.2834578345834171,0.22428543596167913,0.33959025935190906,0.2399883124258058,2,0.3839649674710462,0.268945769749974
4000,0.4189578289947202,0.2071934726349143,0.26994290212136146,0.16301540919735197,3,0.3490737160523898,0.1568676302590703
5000,0.27747749365986357,0.14031538053127665,0.32375024539883185,0.14279058531567615,4,0.2786082193684676,0.1364152743885371
6000,0.29611358883491173,0.1781735291099249,0.2659663725449104,0.16513578462525733,5,0.2906107011809183,0.1916618615022448
7000,0.23460441868599147,0.22531342625090506,0.27939587845770336,0.1827403529614642,6,0.2540787766306318,0.1863374344580541
8000,0.24943281092294833,0.14682417769323697,0.2498657911589406,0.13029462996531616,7,0.2739377643218738,0.2266488665072787
9000,0.2152222997365776,0.18664281705876332,0.3453274128930052,0.18864843616983887,8,0.2178555463369076,0.1627872202475116
10000,0.23107861415906386,0.19449170625287723,0.23631553567264635,0.20219238607322468,9,0.2644806374485294,0.1627078046729742
11000,0.24409626275592589,0.1953376129200931,0.31510463577575526,0.16608759832556777,10,0.2515777866511295,0.193711310613306
12000,0.22046315698542898,0.20800270377639754,0.3381356377853634,0.21698480847436766,11,0.2590049894013032,0.192078213058412
13000,0.19699265299699245,0.215556546023079,0.31952456464288664,0.20407619659821313,12,0.2165439483954319,0.206447971109734
14000,0.22454767634661082,0.12628040196549178,0.2944201246216035,0.15120775183305796,13,0.2738354608077193,0.1737922738600326
15000,0.23570233452210732,0.19449921414256097,0.2766379360059631,0.23926484811232565,14,0.2408373146615129,0.2301989865910475
16000,0.27423535862894793,0.16057487315248686,0.18421110880467317,0.14591387732577216,15,0.2214975931727495,0.1512770932070923
17000,0.1837879411455495,0.16294592530711702,0.24428117646431838,0.17118019342194987,16,0.2143948036842546,0.1819552922066841
18000,0.33672621400402525,0.19593233142846397,0.26690243645880085,0.1718351176280654,17,0.2280975345620798,0.1453198919637276
19000,0.20273569983224898,0.16395600119615414,0.21225339906024082,0.1685619058635305,18,0.3066488961623787,0.1574177918739097
20000,0.26028635997921873,0.13260006076266265,0.23236769748878877,0.15657606143307723,19,0.193275967546479,0.1572376178924217
21000,0.2835875350393747,0.19803330346602693,0.20327504917427344,0.1818510234550713,20,0.1651964868319795,0.141036374094856
22000,0.22607600177619971,0.1499737515731389,0.21743498890296273,0.1618334635944161,21,0.2016037793869667,0.1862660539621601
23000,0.2659132183202624,0.17593860391443567,0.20389021523883494,0.17258923091218772,22,0.193739321251796,0.1981511356738897
24000,0.20685087400562002,0.18854250888824464,0.20843729098637898,0.16365707588375064,23,0.2049154502650102,0.1672780552964581
25000,0.23705357495059934,0.16053564413750376,0.2491331296986428,0.14511719103195245,24,0.2293038814048457,0.1496973872615976
26000,0.2820482720397996,0.20560744194648203,0.214891047514591,0.18415392636820263,25,0.2887667977105716,0.1915292271932359
27000,0.2340001568784378,0.15780538994802068,0.26196228649116987,0.19493324376367727,26,0.2040747035926545,0.2131548499026163
28000,0.287618982588064,0.1193690761721053,0.2374016678257006,0.16074959985569887,27,0.2821218796642655,0.1863257135890546
29000,0.24185417976696044,0.1946074555915101,0.2361001972160581,0.16871477025314024,28,0.3114827021168984,0.1823222075203574
30000,0.3354051731075952,0.1686480686798719,0.2612301067069725,0.12882671119837924,29,0.2544473407824346,0.1370044405151993
31000,0.34815066038124043,0.21267467138582263,0.22135586281541214,0.13259847747148387,30,0.2365219230991769,0.2372198001748694
32000,0.2807527734509812,0.19067130996422335,0.23884649662571936,0.1764170920285653,31,0.241225177688258,0.1409622397087814
33000,0.19215879484439027,0.15364288611098142,0.26036997256954086,0.1313956661307617,32,0.2251344485967247,0.1701062781056521
34000,0.26842502569631926,0.11787835111583236,0.194394605686622,0.12165274933993238,33,0.2209461659071891,0.1545581628838854
35000,0.3366008476432423,0.1038192802769506,0.26936284302214925,0.15012122685054563,34,0.2608811785676041,0.2103823493765697
36000,0.18553923306957124,0.15563545813829732,0.23625639690204225,0.18919509115882896,35,0.2292726973527694,0.1480228943601133
