Idx,p1_loss0,p2_loss0,p1_loss1,p2_loss1,p1_loss2,p2_loss2
1000,6.005095481872559,5.49024494489034,5.652125597000122,5.692720174789429,5.979827976226806,5.903674077987671
2000,5.991726493835449,5.060776805877685,6.424481800624302,5.7191190379006525,5.518837213516235,5.766868352890015
3000,5.07723468542099,5.116791784763336,5.146166443824768,5.183418244123459,6.486997413635254,5.774512672424317
4000,5.717270946502685,5.822699165344238,5.634497284889221,4.910360753536224,4.966774940490723,4.999494850635529
5000,5.0393443902333575,5.743438800175984,4.899929761886597,4.350430284227643,6.2181343078613285,5.5765355110168455
6000,5.811916470527649,5.693430423736572,5.321678842817034,5.0356138944625854,6.4423013687133786,4.52410306930542
7000,4.869134366512299,5.105216324329376,5.908714652061462,6.054484009742737,4.857533121109009,4.395618867874146
8000,4.757125759124756,4.904711389541626,5.366696675618489,5.512332916259766,4.466851631800334,3.554800179269579
9000,5.065605330467224,4.9295814037323,5.537179887294769,4.845442324876785,5.589004039764404,5.5028758843739825
10000,5.278083324432373,4.5269444465637205,4.900759628840855,4.53478911944798,5.481063723564148,5.748060584068298
11000,5.062185605367024,4.662725170453389,4.135870361328125,4.9852393627166744,5.579938956669399,4.26062764440264
12000,5.36962137903486,3.9125374044690813,4.47747141122818,4.788419097661972,5.582330226898193,5.329299211502075
13000,4.2109049161275225,4.566618283589681,3.797713109425136,4.122873033796038,5.179672665066189,4.452086104287042
14000,4.7261152267456055,4.965656089782715,5.1003788113594055,4.190002381801605,4.17535982131958,3.833411931991577
15000,5.846240758895874,4.024952554702759,3.8135366837183633,4.487902561823527,5.333173036575317,5.575858950614929
16000,4.640939394632976,3.7924399375915527,5.327903568744659,4.014053195714951,4.461702942848206,4.629184603691101
17000,4.879716777801514,3.772012805938721,3.9149275720119476,3.7709520757198334,4.376307209332784,4.048265178998311
18000,4.771680457251413,3.4268305471965244,5.921126461029052,4.746647644042969,5.4366432428359985,5.01624858379364
19000,4.17330036844526,4.278965200696673,4.180481815338135,3.957609701156616,4.063003267560687,3.7493888991219655
20000,4.267184336980184,4.064772129058838,4.076685953140259,3.50532603263855,4.087297976016998,3.9110124111175537
21000,3.952575922012329,4.053745587666829,4.468120296796163,3.916372815767924,4.51340385278066,3.615267038345337
22000,5.1150758266448975,3.265791803598404,4.348302091870989,3.273182681628636,3.8888455390930177,4.07514123916626
23000,4.925357375826154,3.4893501145499095,5.604706144332885,3.978704643249512,4.683082151412964,4.2056193351745605
24000,4.446868419647217,4.1511964201927185,3.4415365968431746,3.3622438056128368,3.2636688947677612,3.3665632406870523
25000,4.220211744308472,4.2738960186640425,4.093671798706055,4.046034038066864,4.333062076568604,3.9773465633392333
26000,4.007657241821289,3.322826290130615,4.765625715255737,3.8882922172546386,4.420250455538432,3.401391585667928
27000,3.834045743942261,3.7308302402496336,3.8486220155443465,3.6704351902008057,4.358265365873065,3.9337713377816335
28000,4.531544804573059,4.057640373706818,4.793932855129242,3.2901789397001266,4.8694748878479,3.745893398920695
29000,4.482437506318092,4.55221289396286,4.062878688176473,4.114998420079549,4.014201831817627,3.939890003204346
30000,4.542665680249532,3.536345442136129,4.48368468284607,3.8672554016113283,3.9852797091007233,3.876877248287201
31000,3.3667201101779938,3.888268291950226,5.276670626231602,3.754400832312448,3.4379197478294374,3.0487956285476683
32000,3.570518672466278,3.564504489302635,3.7280379931131997,3.6084086497624717,3.316647211710612,3.463585138320923
33000,4.802606701850891,3.1721263974905014,3.4498008489608765,3.6589930057525635,3.88591605424881,3.903947740793228
34000,3.6796741485595703,2.5823368310928343,3.7634002367655435,3.0479012065463595,3.2758378982543945,3.3823433262961253
35000,3.8540812730789185,3.344294309616089,4.690619389216105,3.318305810292562,3.679818948109945,3.5229678948720298
36000,3.474063515663147,3.9099441937037875,3.6398080348968507,3.983199405670166,3.409935176372528,3.7816722989082336
37000,4.004725376764934,3.793761372566223,3.9395998120307922,3.8425074219703674,2.922223389148712,3.3438350558280945
38000,4.253235748835972,3.887483664921352,3.6636582215627036,3.9824630419413247,3.667235314846039,3.315748929977417
39000,3.692598263422648,3.5798731644948325,3.488886594772339,3.1882485151290894,4.910736894607544,3.3968483448028564
40000,3.285042881965637,4.261240780353546,3.5703471183776854,3.8216721057891845,3.4821277062098184,4.001554767290751
41000,3.223491382598877,3.5566797733306883,3.4840774059295656,3.0971256732940673,3.1643439531326294,2.9534021275384084
42000,3.22146737575531,3.763476699590683,3.2191099439348494,2.8096609796796526,3.8920553624629974,2.8154002875089645
43000,3.1063008308410645,3.067627271016439,3.28033975760142,3.3264634211858115,3.3967156410217285,3.43567099571228
44000,2.772538815225874,3.2805920158113753,3.1622168868780136,3.444206714630127,3.199423372745514,3.166909635066986
45000,2.9696120421091714,3.0158023039499917,2.605971932411194,3.1652228832244873,3.4516823632376537,3.216641971043178
46000,3.335930506388346,2.723630944887797,3.6335294246673584,3.3633936246236167,4.496346056461334,3.5429199635982513
47000,2.9461562395095826,3.2749054431915283,3.103860934575399,3.1841295957565308,3.240683078765869,2.9921595096588134
48000,3.9335838317871095,3.0104509830474853,3.848585993051529,2.703836143016815,2.53095281124115,3.482421120007833
49000,2.9098166823387146,3.4093066453933716,3.7560848712921144,2.5947460174560546,2.601116100947062,2.7321282227834067
50000,3.7423002521197,2.846236268679301,3.1503315791487694,3.1029895693063736,3.009039322535197,3.376990000406901
51000,3.2684943278630576,3.423398017883301,3.232141852378845,2.5434974431991577,4.502113461494446,3.057157278060913
52000,2.4364497363567352,2.6193644255399704,3.668413241704305,2.8968310753504434,3.134218136469523,3.0178998708724976
53000,2.8769682248433432,2.9347742398579917,4.329618215560913,3.109814294746944,3.269487142562866,2.960169196128845
54000,3.959000825881958,3.3580331802368164,3.858337736129761,1.9888154983520507,2.909422206878662,2.8486531019210815
55000,3.399420976638794,2.665428328514099,3.5922113146100725,2.9669051510947093,3.4625369757413864,2.341018319129944
56000,3.042034387588501,2.9724473476409914,2.781649923324585,2.5141157627105715,2.9895215928554535,3.0367244482040405
57000,4.302067518234253,2.5266041585377286,3.098809321721395,2.2435317834218345,2.4635488986968994,3.150355475289481
58000,3.298393045152937,3.0750464030674527,3.115989637374878,2.340509605407715,2.5971497893333435,2.7469447255134583
59000,2.8636685808499656,2.7797515392303467,3.730652952194214,1.9537440896034242,5.008636236190796,3.39287006855011
60000,2.836018428206444,2.1192345172166824,3.4463605642318726,1.998795783519745,3.8220868508021035,2.4187886913617453
61000,4.348065972328186,2.1843165904283524,3.2703546047210694,2.4794403314590454,3.1266444524129233,3.5231995582580566
62000,2.5949759244918824,2.579964113235474,3.184407925605774,3.088723087310791,3.2507118838174,2.4013016564505443
63000,2.9314202785491945,2.4616950511932374,3.4058629274368286,2.5549579858779907,4.100248634815216,2.7086330354213715
64000,2.4311493396759034,2.458297777175903,3.320533553759257,2.8526523113250732,3.0365679065386453,2.5607054829597473
65000,2.8131674766540526,2.8669453620910645,2.971316655476888,2.4963060683674283,3.4595044612884522,2.2281490087509157
66000,2.9601901054382322,2.370796728134155,3.262890863418579,2.650402045249939,2.7845036029815673,2.69669086933136
67000,3.3934585571289064,2.819211006164551,2.606021970510483,2.76508292555809,3.8798696517944338,2.088692140579224
68000,3.7531436681747437,2.4444760282834372,3.881969839334488,2.0920867398381233,3.12637327114741,2.5047141909599304
69000,3.7031798561414084,2.4403175711631775,4.162262360254924,2.230759620666504,3.1969730854034424,2.787631630897522
70000,2.688311199347178,2.1317292948563895,3.7004571914672852,2.36143274307251,4.16464056968689,2.5468697547912598
71000,2.363241025379726,2.3548335347856795,2.43668095767498,2.3935818523168564,2.6143986781438193,2.295996904373169
72000,4.039683198928833,2.848586368560791,2.5153448383013406,2.7534645795822144,3.805734157562256,2.5253905057907104
73000,2.9510174095630646,2.5888110399246216,3.540894627571106,2.4528905948003135,3.2181747913360597,2.21712703704834
74000,3.362329641977946,2.3618804613749185,2.464974264303843,1.9920527438322704,2.8728121519088745,2.2278435707092283
75000,3.1087259352207184,2.4025058299303055,2.9876820892095566,2.4050561636686325,2.8427168428897858,1.8752181679010391
76000,3.0484397411346436,2.1416139900684357,3.204455018043518,1.9839362800121307,3.017098148663839,2.367003381252289
77000,3.4459363222122192,2.152679959932963,3.0820007801055906,2.134168195724487,2.9354729652404785,2.1211063385009767
78000,2.86313658952713,2.7583255767822266,2.636258210454668,2.123249581881932,3.3169772227605185,2.0880372325579324
79000,3.4417564868927,2.493715869055854,3.735819697380066,2.0341588854789734,3.354871835027422,2.245281151362828
80000,2.5043138742446898,2.672998607158661,2.620663285255432,2.253667801618576,2.271554172039032,3.0866872668266296
81000,3.1873779296875,2.5418338775634766,3.407526356833322,1.9312739031655448,2.849857827027639,1.7526472806930542
82000,3.072693958878517,1.848169706761837,2.6072641372680665,2.2355913877487184,1.9635914862155914,1.714489072561264
83000,2.92900596346174,2.1462409836905345,2.57510278906141,2.700726202556065,2.7187612851460776,2.2694122592608132
84000,3.0672450959682465,1.866022601723671,3.1701481540997825,1.708441694577535,3.078337550163269,2.1196871485028947
85000,3.052547792593638,2.2919530073801675,2.940712332725525,2.6067537665367126,3.0435897963387624,2.0398755925042287
86000,2.9551209753209893,2.1219852620905097,5.153736046382359,1.9554539918899536,2.3882416486740112,2.538888454437256
87000,2.4370052417119346,1.9436697827445135,2.68597141901652,3.2404154936472573,2.5835588425397873,2.1393080800771713
88000,2.2212886214256287,1.8397200008233388,3.0793170481920242,1.9482649713754654,2.4257288694381716,1.729620349407196
89000,3.510211910520281,2.6811771988868713,2.576825648546219,2.1508815735578537,2.475187619527181,2.1079108218352
90000,2.9276175498962402,1.8069118499755858,3.025358295440674,2.3979872465133667,3.3218877656119212,2.1854282873017445
91000,2.7758209705352783,2.0244038786206926,2.9480172634124755,1.690253448486328,2.7609761158625283,3.1611988147099814
92000,2.6138209253549576,2.2786120772361755,1.7204751670360565,1.91765895485878,2.0295863449573517,2.2521155774593353
93000,3.32074978351593,2.1253604173660277,2.3235141124044145,2.199367438043867,3.25098489012037,3.2581848417009627
94000,3.025564948717753,2.1416529019673667,2.9962368309497833,2.3418839871883392,2.561751365661621,2.1397907733917236
95000,2.5129980189459666,1.9669717720576696,3.1931584179401398,2.097488299012184,4.101287126541138,2.3443782159260342
96000,2.623833809580122,2.385155269077846,2.9889643788337708,2.1348521411418915,2.2670715053876243,2.287720501422882
97000,3.877138478415353,2.6701323645455495,2.7769236266613007,2.0552577674388885,2.5870883226394654,2.275456929206848
98000,3.720964550971985,2.015715628862381,3.1675724302019392,2.05043693951198,2.783230572938919,2.365366756916046
99000,2.2969968716303506,2.1585971117019653,3.4596938371658323,2.360575461387634,4.283333730697632,1.7697295665740966
100000,2.9304471413294473,2.3582277297973633,1.9065316557884215,2.2063795566558837,2.408406267563502,2.0742205381393433
101000,2.1003996985299245,1.8087667056492396,3.3889794826507567,1.995387363433838,2.9783485531806946,2.339909017086029
102000,2.7794625759124756,2.0986156687140465,3.18066143989563,2.0302824122565135,2.7161964972813926,1.9771257837613423
103000,2.665180121149336,1.7225239787782942,2.5230720043182373,2.6884843349456786,2.389551301797231,2.163815220197042
104000,2.880837067961693,2.511464238166809,2.5417416947228566,1.82748920576913,3.161724124635969,1.8832321166992188
105000,3.1216394901275635,3.3913000226020813,3.198073367277781,2.0787363847096763,2.2107233149664745,2.5548147474016463
106000,2.9802254835764566,1.7776684761047363,3.1777284145355225,1.968109130859375,2.9543198108673097,2.036645221710205
107000,2.781597296396891,2.242432256539663,2.583953959601266,1.8997458985873632,3.1564510464668274,2.2649135887622833
108000,2.490135927995046,2.005752603212992,2.594318062067032,2.612909436225891,2.75283282995224,2.640203505754471
109000,2.4118775606155394,2.107956147193909,2.6710852459073067,2.126123830676079,2.3450421541929245,1.6431094780564308
110000,2.21366818745931,1.8381747007369995,2.764258861541748,1.6646365165710448,4.095505046844482,2.1847341775894167
111000,2.2253443598747253,1.9632499814033508,3.207195929118565,2.389443005834307,3.235694924990336,1.8866905967394512
112000,2.228455967373318,1.750403384367625,2.170831878980001,2.1239547729492188,3.23455086350441,2.2826505303382874
113000,2.755139082670212,1.8718189299106598,2.747310018539429,2.1929290533065795,2.911963496889387,2.390531931604658
114000,2.2644702792167664,1.640266239643097,2.91740243775504,2.443774393626622,2.5725275788988387,2.134269186428615
115000,2.930135647455851,1.8837628960609436,2.797100067138672,2.283923089504242,2.7515254701886858,2.1188853979110718
116000,2.4870299816131594,1.829764986038208,2.5983692577907016,1.9879441261291504,2.5750336050987244,2.1347736790776253
117000,3.380081593990326,2.235264301300049,2.19510825475057,3.2095419565836587,2.3121127088864646,1.7308284640312195
118000,3.044361859560013,1.9429935663938522,2.814002275466919,2.018703063329061,2.1562382181485495,2.11318302154541
