Idx,win_rate0,win_rate1,win_rate2
910000,0.76,0.75,0.66
911000,0.76,0.73,0.69
912000,0.77,0.72,0.7
913000,0.78,0.72,0.71
914000,0.76,0.71,0.69
915000,0.79,0.73,0.71
916000,0.78,0.73,0.7
917000,0.76,0.73,0.7
918000,0.76,0.72,0.72
919000,0.77,0.71,0.74
920000,0.75,0.75,0.74
921000,0.75,0.73,0.73
922000,0.74,0.73,0.75
923000,0.72,0.77,0.77
924000,0.74,0.77,0.74
925000,0.73,0.76,0.74
926000,0.71,0.76,0.74
927000,0.7,0.76,0.75
928000,0.68,0.75,0.76
929000,0.65,0.76,0.77
930000,0.65,0.75,0.78
931000,0.65,0.77,0.77
932000,0.61,0.74,0.77
933000,0.62,0.73,0.76
934000,0.63,0.75,0.75
935000,0.62,0.73,0.73
936000,0.65,0.73,0.72
937000,0.64,0.76,0.77
938000,0.65,0.73,0.79
939000,0.64,0.73,0.79
940000,0.66,0.7,0.79
941000,0.69,0.69,0.79
942000,0.71,0.69,0.79
943000,0.71,0.7,0.78
944000,0.72,0.69,0.79
945000,0.74,0.69,0.76
946000,0.79,0.69,0.78
947000,0.79,0.69,0.77
948000,0.78,0.69,0.79
949000,0.77,0.7,0.78
950000,0.77,0.7,0.77
951000,0.78,0.72,0.74
952000,0.78,0.76,0.74
953000,0.8,0.73,0.71
954000,0.78,0.72,0.7
955000,0.79,0.72,0.68
956000,0.81,0.73,0.69
957000,0.83,0.75,0.7
958000,0.82,0.78,0.71
959000,0.8,0.81,0.73
960000,0.79,0.82,0.72
961000,0.79,0.8,0.72
962000,0.79,0.77,0.73
963000,0.78,0.74,0.73
964000,0.8,0.75,0.73
965000,0.79,0.74,0.74
966000,0.79,0.72,0.75
967000,0.76,0.73,0.78
968000,0.77,0.75,0.78
969000,0.74,0.77,0.79
970000,0.72,0.76,0.79
971000,0.72,0.76,0.8
972000,0.7,0.74,0.79
973000,0.71,0.72,0.77
974000,0.71,0.74,0.75
975000,0.73,0.76,0.75
976000,0.73,0.77,0.75
977000,0.7,0.77,0.79
978000,0.68,0.77,0.78
979000,0.67,0.77,0.76
980000,0.68,0.76,0.76
981000,0.67,0.75,0.75
982000,0.68,0.76,0.73
983000,0.71,0.74,0.73
984000,0.7,0.74,0.72
985000,0.7,0.74,0.74
986000,0.7,0.73,0.73
987000,0.68,0.72,0.75
988000,0.66,0.7,0.72
989000,0.69,0.72,0.74
990000,0.69,0.75,0.7
991000,0.72,0.75,0.7
992000,0.72,0.75,0.72
993000,0.69,0.75,0.72
994000,0.72,0.76,0.72
995000,0.71,0.75,0.76
996000,0.71,0.75,0.75
997000,0.71,0.73,0.75
998000,0.74,0.74,0.74
999000,0.74,0.75,0.74
